type,abstract,booktitle,date-added,date-modified,doi,isbn,issn,keywords,pages,title,volume,year,bdsk-url-1,author,journal,number,url,bdsk-url-2,archiveprefix,arxivid,eprint,pmid
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-981-33-6862-0_1,,,,1--14,Smart Surveillance System by Face Recognition and Tracking Using Machine Learning Techniques,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6862-0_1,"[{'first': 'D.', 'middle': 'K.', 'last': 'Niranjan'}, {'first': 'N.', 'last': 'Rakesh'}]",Computational Vision and Bio-Inspired Computing,,http://link.springer.com/chapter/10.1007/978-981-33-6862-0_1,https://doi.org/10.1007/978-981-33-6862-0_1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-15-0633-8_11,,,,105--113,Countermeasures Against Variants of Wormhole in Wireless Sensor Networks: A Review,,2020,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_11,"[{'first': 'Manish', 'last': 'Patel'}, {'first': 'Akshai', 'last': 'Aggarwal'}, {'first': 'Nirbhay', 'last': 'Chaubey'}]",International Conference on Intelligent Computing and Smart Communication 2019,,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_11,https://doi.org/10.1007/978-981-15-0633-8_11,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-9678-0_48,,,,555--566,Experimental Investigations on Bubble Detection in Water--Air Two-Phase Vertical Columns,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9678-0_48,"[{'first': 'Abhishek', 'last': 'Saraswat'}, {'first': 'Ashok', 'middle': 'K.', 'last': 'Prajapati'}, {'first': 'Rajendraprasad', 'last': 'Bhattacharyay'}, {'first': 'Paritosh', 'last': 'Chaudhuri'}, {'first': 'Sateesh', 'last': 'Gedupudi'}]",Recent Advances in Mechanical Engineering,,http://link.springer.com/chapter/10.1007/978-981-15-9678-0_48,https://doi.org/10.1007/978-981-15-9678-0_48,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-15-7527-3_89,,,,931--940,Development of a Stimulated Model of Smart Manufacturing Using the IoT and Industrial Robot Integrated Production Line,,2021,http://link.springer.com/chapter/10.1007/978-981-15-7527-3_89,"[{'first': 'Minh', 'middle': 'D.', 'last': 'Tran'}, {'first': 'Toan', 'middle': 'H.', 'last': 'Tran'}, {'first': 'Diem', 'middle': 'T. H.', 'last': 'Vu'}, {'first': 'Thang', 'middle': 'C.', 'last': 'Nguyen'}, {'first': 'Vi', 'middle': 'H.', 'last': 'Nguyen'}, {'first': 'Thanh', 'middle': 'T.', 'last': 'Tran'}]",Research in Intelligent and Computing in Engineering,,http://link.springer.com/chapter/10.1007/978-981-15-7527-3_89,https://doi.org/10.1007/978-981-15-7527-3_89,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/978-981-15-9927-9_95,,,,997--1010,Density-Based Adaptive Traffic Control System with OpenCV,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_95,"[{'first': 'Vikash', 'middle': 'Chandra', 'last': 'Kaushal'}, {'first': 'Deepak', 'last': 'Arora'}, {'first': 'Puneet', 'last': 'Sharma'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_95,https://doi.org/10.1007/978-981-15-9927-9_95,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-15-9927-9_37,,,,375--383,Non-invasive Vein Detection and Visualization Using Fuzzy,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_37,"[{'first': 'E.', 'last': 'Balaraja'}, {'first': 'M.', 'middle': 'K. Mariam', 'last': 'Bee'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_37,https://doi.org/10.1007/978-981-15-9927-9_37,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-33-4604-8_73,,,,909--917,Electricity Bill Saving Using Solar Rooftop PV Cell for a Residential Complex in Our Locality---A Case Study,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_73,"[{'first': 'Rehan', 'last': 'Aziz'}, {'first': 'Nirban', 'last': 'Chakraborty'}, {'first': 'Raubins', 'last': 'Kumar'}]",Applications of Artificial Intelligence in Engineering,,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_73,https://doi.org/10.1007/978-981-33-4604-8_73,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-0633-8_18,,,,183--193,HD-MAABE: Hierarchical Distributed Multi-Authority Attribute Based Encryption for Enabling Open Access to Shared Organizational Data,,2020,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_18,"[{'first': 'Reetu', 'last': 'Gupta'}, {'first': 'Priyesh', 'last': 'Kanungo'}, {'first': 'Nirmal', 'last': 'Dagdee'}]",International Conference on Intelligent Computing and Smart Communication 2019,,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_18,https://doi.org/10.1007/978-981-15-0633-8_18,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-2369-4_20,,,,229--244,A Study on Vocal Tract Shape Estimation and Modelling of Vocal Tract,,2020,http://link.springer.com/chapter/10.1007/978-981-15-2369-4_20,"[{'last': 'Vikas'}, {'last': 'Deepak'}, {'first': 'P.', 'middle': 'K.', 'last': 'Verma'}, {'first': 'R.', 'middle': 'K.', 'last': 'Sharma'}]",Computing Algorithms with Applications in Engineering,,http://link.springer.com/chapter/10.1007/978-981-15-2369-4_20,https://doi.org/10.1007/978-981-15-2369-4_20,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-33-6912-2_2,,,,,Music/Non-music Discrimination Using Convolutional Neural Networks,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6912-2_2,"[{'first': 'Atiq', 'middle': 'Ahmed KhudavandSatish ChikkamathSR NirmalaNalini', 'last': 'Iyer'}]",Soft Computing and Signal Processing,,http://link.springer.com/chapter/10.1007/978-981-33-6912-2_2,https://doi.org/10.1007/978-981-33-6912-2_2,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/978-3-030-65407-8_14,,,,163--178,An Overview of Multicast Routing Algorithms in Network on Chip,,2021,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_14,"[{'first': 'Sumitra', 'last': 'Velayudham'}, {'first': 'Sivakumar', 'last': 'Rajagopal'}, {'first': 'Swaminathan', 'last': 'Kathirvel'}, {'first': 'Basim', 'last': 'Alhadidi'}]",Intelligent Computing Paradigm and Cutting-edge Technologies,,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_14,https://doi.org/10.1007/978-3-030-65407-8_14,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-15-9873-9_15,,,,169--178,Multi-Criteria-Based Selection of Fast Moving Consumer Goods Using Intelligent Techniques with Linguistic Inputs,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_15,"[{'first': 'Rasendu', 'last': 'Mishra'}, {'first': 'Priti', 'middle': 'S.', 'last': 'Sajja'}]",Data Driven Approach Towards Disruptive Technologies,,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_15,https://doi.org/10.1007/978-981-15-9873-9_15,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/978-981-33-6307-6_63,,,,623--628,Dual-Cavity SIW MIMO Antenna,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_63,"[{'first': 'Ragini', 'last': 'Sharma'}, {'first': 'Vandana', 'last': 'Niranjan'}, {'first': 'Vibhav', 'middle': 'Kumar', 'last': 'Sachan'}, {'first': 'R.', 'middle': 'N.', 'last': 'Baral'}]",Proceedings of Integrated Intelligence Enable Networks and Computing,,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_63,https://doi.org/10.1007/978-981-33-6307-6_63,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-981-16-0586-4_40,,,,495--507,A Genetic Algorithm-Based Optimal Train Schedule and Route Selection Model,,2021,http://link.springer.com/chapter/10.1007/978-981-16-0586-4_40,"[{'first': 'Md.', 'last': '{Zahid Hasan}'}, {'first': 'Shakhawat', 'last': 'Hossain'}, {'first': 'Md.', 'last': '{Mehadi Hassan}'}, {'first': 'Martina', 'last': 'Chakma'}, {'first': 'Mohammad', 'middle': 'Shorif', 'last': 'Uddin'}]",Proceedings of International Joint Conference on Advances in Computational Intelligence,,http://link.springer.com/chapter/10.1007/978-981-16-0586-4_40,https://doi.org/10.1007/978-981-16-0586-4_40,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1186/s41070-017-0017-x,,,,,``Twhirleds'': Spun and whirled affordances controlling multimodal mobile-ambient environments with reality distortion and synchronized lighting to preserve intuitive alignment,3,2017,http://link.springer.com/article/10.1186/s41070-017-0017-x,"[{'first': 'Michael', 'last': 'Cohen'}, {'first': 'Rasika', 'last': 'Ranaweera'}, {'first': 'Bektur', 'last': 'Ryskeldiev'}, {'first': 'Tomohiro', 'last': 'Oyama'}, {'first': 'Aya', 'last': 'Hashimoto'}]",Scientific Phone Apps and Mobile Devices,1,http://link.springer.com/article/10.1186/s41070-017-0017-x,https://doi.org/10.1186/s41070-017-0017-x,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s11277-015-3034-6,,1572834X,,1599--1603,Editorial: Special Issue on ``Recent Advances in Mobile and Wireless Networks'',84,2015,http://link.springer.com/article/10.1007/s11277-015-3034-6,"[{'first': 'Der', 'middle': 'Jiunn', 'last': 'Deng'}, {'first': 'Chih', 'middle': 'Cheng', 'last': 'Tseng'}, {'first': 'Tony', 'middle': 'Q.S.', 'last': 'Quek'}, {'first': 'Nirwan', 'last': 'Ansari'}]",Wireless Personal Communications,3,http://link.springer.com/article/10.1007/s11277-015-3034-6,https://doi.org/10.1007/s11277-015-3034-6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s13534-014-0157-8,,2093985X,,199--200,Special issue on biomedical optics,4,2014,http://link.springer.com/article/10.1007/s13534-014-0157-8,"[{'first': 'Kyung', 'middle': 'Min', 'last': 'Byun'}, {'first': 'Woonggyu', 'last': 'Jung'}]",Biomedical Engineering Letters,3,http://link.springer.com/article/10.1007/s13534-014-0157-8,https://doi.org/10.1007/s13534-014-0157-8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s38311-016-0128-z,,,,,Products,118.0,2016,http://link.springer.com/article/10.1007/s38311-016-0128-z,,ATZ worldwide,10,http://link.springer.com/article/10.1007/s38311-016-0128-z,https://doi.org/10.1007/s38311-016-0128-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.7603/s40707-014-0029-8,,,,,Extension of Building Life,3.0,2015,http://link.springer.com/article/10.7603/s40707-014-0029-8,"[{'first': 'Dr.', 'middle': 'Lin-Lin', 'last': 'Huang'}]",GSTF Journal of Engineering Technology (JET),3,http://link.springer.com/article/10.7603/s40707-014-0029-8,https://doi.org/10.7603/s40707-014-0029-8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1365/s38314-012-0099-9,,,,4--9,Interfaces Using Gestures Today'S Technology and Tomorrow'S Innovations,7,2012,http://link.springer.com/article/10.1365/s38314-012-0099-9,"[{'first': 'Rick', 'last': 'Kreifeldt'}, {'first': 'Hans', 'last': 'Roth'}, {'first': 'Olaf', 'last': 'Preissner'}, {'first': 'Thomas', 'last': ""V{\\'{o}}hringer-Kuhnt""}]",ATZelektronik worldwide,4,http://link.springer.com/article/10.1365/s38314-012-0099-9,https://doi.org/10.1365/s38314-012-0099-9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s12567-017-0182-4,,18682510,,367--369,Editorial,9,2017,http://link.springer.com/article/10.1007/s12567-017-0182-4,"[{'first': 'Andreas', 'last': 'Fix'}, {'first': 'Giampiero', 'last': 'Naletto'}, {'first': 'Ian', 'last': 'Hutchinson'}, {'first': 'Nikos', 'last': 'Karafolas'}, {'first': 'Wolfgang', 'last': 'Riede'}]",CEAS Space Journal,4,http://link.springer.com/article/10.1007/s12567-017-0182-4,https://doi.org/10.1007/s12567-017-0182-4,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1365/s38314-013-0180-z,,,,8--12,Augmented reality transfer of presentation techniques to the cockpit,8,2013,http://link.springer.com/article/10.1365/s38314-013-0180-z,"[{'first': 'Christoph', 'last': 'Groenegress'}, {'first': 'Stephan', 'last': 'Ritz'}]",ATZelektronik worldwide,4,http://link.springer.com/article/10.1365/s38314-013-0180-z,https://doi.org/10.1365/s38314-013-0180-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s38313-016-0118-y,,,,,Products,77.0,2016,http://link.springer.com/article/10.1007/s38313-016-0118-y,"[{'first': 'Andreas', 'last': 'Burkert'}]",MTZ worldwide,10,http://link.springer.com/article/10.1007/s38313-016-0118-y,https://doi.org/10.1007/s38313-016-0118-y,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/s12652-017-0454-z,,18685145,,155--156,Innovations and practical applications of intelligent systems in ambient intelligence and humanized computing,8,2017,http://link.springer.com/article/10.1007/s12652-017-0454-z,"[{'first': 'David', 'last': 'Camacho'}, {'first': 'Paulo', 'last': 'Novais'}]",Journal of Ambient Intelligence and Humanized Computing,2,http://link.springer.com/article/10.1007/s12652-017-0454-z,https://doi.org/10.1007/s12652-017-0454-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/s38311-015-0041-x,,,,44--49,Contribution of the Steering Wheel for Active Driver State Detection,117,2015,http://link.springer.com/article/10.1007/s38311-015-0041-x,"[{'first': 'Stefanie', 'last': 'E{\\ss}ers'}, {'first': 'Jason', 'last': 'Lisseman'}, {'first': 'Heiko', 'last': 'Ruck'}]",ATZ worldwide,7-8,http://link.springer.com/article/10.1007/s38311-015-0041-x,https://doi.org/10.1007/s38311-015-0041-x,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s38313-016-0058-6,,,,52--57,Simulation-based Robustness Analysis of On-board Diagnostics Functions,77,2016,http://link.springer.com/article/10.1007/s38313-016-0058-6,"[{'first': 'Marco', 'last': 'Moser'}, {'first': 'Gunter', 'last': ""Carqu{\\'{e}}""}, {'first': 'Daniel', 'last': 'He{\\ss}'}, {'first': 'Friedemann', 'last': 'Schrade'}]",MTZ worldwide,7-8,http://link.springer.com/article/10.1007/s38313-016-0058-6,https://doi.org/10.1007/s38313-016-0058-6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/s12195-015-0418-3,,18655033,,527--529,Therapeutic Targeting of Circulating Tumor Cells: An Important Problem That Deserves Careful Study,8,2015,http://link.springer.com/article/10.1007/s12195-015-0418-3,"[{'first': 'Jocelyn', 'middle': 'R.', 'last': 'Marshall'}, {'first': 'Michael', 'middle': 'R.', 'last': 'King'}]",Cellular and Molecular Bioengineering,4,http://link.springer.com/article/10.1007/s12195-015-0418-3,https://doi.org/10.1007/s12195-015-0418-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s38313-014-0173-1,,,,48--53,Synthetic Diesel Fuel OME1 A Pathway Out of the Soot-NOx Trade-Off,75,2014,http://link.springer.com/article/10.1007/s38313-014-0173-1,"[{'first': 'Martin', 'last': ""H{\\'{a}}rtl""}, {'first': 'Philipp', 'last': 'Seidenspinner'}, {'first': 'Georg', 'last': 'Wachtmeister'}, {'first': 'Eberhard', 'last': 'Jacob'}]",MTZ worldwide,7-8,http://link.springer.com/article/10.1007/s38313-014-0173-1,https://doi.org/10.1007/s38313-014-0173-1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/s38314-016-0039-1,,,,36--39,Cognitive Load of the Driver Measurements of Risk Based on How the Pupils Change,11,2016,http://link.springer.com/article/10.1007/s38314-016-0039-1,"[{'first': 'Stefan', 'last': 'Marti'}]",ATZelektronik worldwide,3,http://link.springer.com/article/10.1007/s38314-016-0039-1,https://doi.org/10.1007/s38314-016-0039-1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s10776-013-0221-9,,10689605,,167--169,Special issue on: Cooperative and distributed wireless communications,20,2013,http://link.springer.com/article/10.1007/s10776-013-0221-9,"[{'first': 'Abbas', 'last': 'Jamalipour'}, {'first': 'Iran', 'last': 'Oppermann'}, {'first': 'Nirwan', 'last': 'Ansari'}, {'first': 'Graeme', 'last': 'Woodward'}]",International Journal of Wireless Information Networks,3,http://link.springer.com/article/10.1007/s10776-013-0221-9,https://doi.org/10.1007/s10776-013-0221-9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/s11771-012-1221-0,,2095-2899,,1869--1882,Optimization and experimental research on a new-type short cylindrical cup-shaped harmonic reducer,19,2012,http://link.springer.com/article/10.1007/s11771-012-1221-0,"[{'first': 'Hai-bo', 'last': 'Gao'}, {'first': 'Hong-chao', 'last': 'Zhuang'}, {'first': 'Zhi-gang', 'last': 'Li'}, {'first': 'Zong-quan', 'last': 'Deng'}, {'first': 'Liang', 'last': 'Ding'}, {'first': 'Zhen', 'last': 'Liu'}]",Journal of Central South University,7,http://link.springer.com/article/10.1007/s11771-012-1221-0,https://doi.org/10.1007/s11771-012-1221-0,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s35148-016-0121-2,,,,,Produkte,118.0,2016,http://link.springer.com/article/10.1007/s35148-016-0121-2,,ATZ - Automobiltechnische Zeitschrift,10,http://link.springer.com/article/10.1007/s35148-016-0121-2,https://doi.org/10.1007/s35148-016-0121-2,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/s12200-015-0459-1,,20952767,,456--460,Development trends of GaN-based wide bandgap semiconductors: from solid state lighting to power electronic devices,8,2015,http://link.springer.com/article/10.1007/s12200-015-0459-1,"[{'first': 'Bo', 'last': 'Shen'}]",Frontiers of Optoelectronics,4,http://link.springer.com/article/10.1007/s12200-015-0459-1,https://doi.org/10.1007/s12200-015-0459-1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s12572-013-0101-7,,0975-0770,,232--238,Efficient and selective conversion of fructose to 5-hydroxymethylfurfural over metal exchanged heteropoly tungstate supported on tin oxide catalysts,5,2013,http://link.springer.com/article/10.1007/s12572-013-0101-7,"[{'first': 'G.', 'last': 'Raveendra'}, {'first': 'M.', 'last': 'Srinivas'}, {'first': 'P.', 'middle': 'S.', 'last': '{Sai Prasad}'}, {'first': 'N.', 'last': 'Lingaiah'}]",International Journal of Advances in Engineering Sciences and Applied Mathematics,4,http://link.springer.com/article/10.1007/s12572-013-0101-7,https://doi.org/10.1007/s12572-013-0101-7,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s35146-016-0120-6,,,,,Produkte,77.0,2016,http://link.springer.com/article/10.1007/s35146-016-0120-6,"[{'first': 'Andreas', 'last': 'Burkert'}]",MTZ - Motortechnische Zeitschrift,10,http://link.springer.com/article/10.1007/s35146-016-0120-6,https://doi.org/10.1007/s35146-016-0120-6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/s00506-012-0026-6,,0945-358X,,429--434,"{Aktuell, {\'{O}}WAW 9-10/2012}",64,2012,http://link.springer.com/article/10.1007/s00506-012-0026-6,,{\'{O}}sterreichische Wasser- und Abfallwirtschaft,9-10,http://link.springer.com/article/10.1007/s00506-012-0026-6,https://doi.org/10.1007/s00506-012-0026-6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1186/1687-6180-2013-163,,,,,Low-complexity interference variance estimation methods for coded multicarrier systems: application to SFN,2013,2013,http://link.springer.com/article/10.1186/1687-6180-2013-163,"[{'first': 'Marius', 'last': 'Caus'}, {'first': 'Ana', 'middle': 'I', 'last': '{Perez Neira}'}, {'first': 'Markku', 'last': 'Renfors'}]",EURASIP Journal on Advances in Signal Processing,1,http://link.springer.com/article/10.1186/1687-6180-2013-163,https://doi.org/10.1186/1687-6180-2013-163,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1365/s35778-014-1291-8,,2195-1454,,50--55,{Mobilit{\'{a}}tsmanagement im Wandel},19,2014,http://link.springer.com/article/10.1365/s35778-014-1291-8,"[{'first': 'Martin', 'last': 'Kagerbauer'}, {'first': 'Thomas', 'last': 'Schuster'}, {'first': 'Georg', 'last': 'Hertweck'}, {'first': 'Oliver', 'last': 'Wolf'}]",ATZextra,11,http://link.springer.com/article/10.1365/s35778-014-1291-8,https://doi.org/10.1365/s35778-014-1291-8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/s00506-013-0113-3,,0945-358X,,300--305,"{Panorama, {\'{O}}WAW 9--10/2013}",65,2013,http://link.springer.com/article/10.1007/s00506-013-0113-3,,{\'{O}}sterreichische Wasser- und Abfallwirtschaft,9-10,http://link.springer.com/article/10.1007/s00506-013-0113-3,https://doi.org/10.1007/s00506-013-0113-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/s35658-015-0514-0,,1862-1791,,8--13,CES: Bunte Bilder und harte IT-Bandagen,10,2015,http://link.springer.com/article/10.1007/s35658-015-0514-0,"[{'first': 'Markus', 'last': ""Sch{\\'{o}}ttle""}]",ATZelektronik,1,http://link.springer.com/article/10.1007/s35658-015-0514-0,https://doi.org/10.1007/s35658-015-0514-0,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/978-3-642-41717-7_29,9783642417160,16113349,,255--264,Verifiable classroom voting: Where cryptography meets pedagogy,8263 LNCS,2013,http://link.springer.com/chapter/10.1007/978-3-642-41717-7_29,"[{'first': 'Feng', 'last': 'Hao'}]",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,http://link.springer.com/chapter/10.1007/978-3-642-41717-7_29,https://doi.org/10.1007/978-3-642-41717-7_29,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-030-76776-1_8,,,,112--126,Event-Related Potential Classification Based on EEG Data Using xDWAN with MDM and KNN,,2021,http://link.springer.com/chapter/10.1007/978-3-030-76776-1_8,"[{'first': 'Abu', 'middle': 'Saleh Musa', 'last': 'Miah'}, {'first': 'Mumtahina', 'middle': 'Afroz', 'last': 'Mouly'}, {'first': 'Chandrika', 'last': 'Debnath'}, {'first': 'Jungpil', 'last': 'Shin'}, {'first': 'S.', 'middle': 'M.', 'last': '{Sadakatul Bari}'}]","Computing Science, Communication and Security",,http://link.springer.com/chapter/10.1007/978-3-030-76776-1_8,https://doi.org/10.1007/978-3-030-76776-1_8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-981-13-6435-8_23,,,,309--322,A Cost Effective and Field Deployable System for Soil Macronutrient Analysis Based on Near-Infrared Reflectance Spectroscopy,,2019,http://link.springer.com/chapter/10.1007/978-981-13-6435-8_23,"[{'first': 'Priya', 'last': 'Sharma'}, {'first': 'Nirmalya', 'last': 'Samanta'}, {'first': 'Shyamal', 'last': 'Gan'}, {'first': 'Durga', 'last': 'Bhattacharyya'}, {'first': 'Chirasree', 'last': 'RoyChauduri'}]",Rural Technology Development and Delivery,,http://link.springer.com/chapter/10.1007/978-981-13-6435-8_23,https://doi.org/10.1007/978-981-13-6435-8_23,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-13-1477-3_1,,,,1--15,An Automated Framework for Prediction of Falls in Cardiomyopathy People,,2019,http://link.springer.com/chapter/10.1007/978-981-13-1477-3_1,"[{'first': 'Pasupuleti', 'last': '{Megana Santhoshi}'}, {'first': 'Mythili', 'last': 'Thirugnanam'}]",Ictmi 2017,,http://link.springer.com/chapter/10.1007/978-981-13-1477-3_1,https://doi.org/10.1007/978-981-13-1477-3_1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-81-322-2638-3_79,,,,711--718,A Simple Miniaturized Dual Band Antenna for WiMAX/WLAN Applications,,2016,http://link.springer.com/chapter/10.1007/978-81-322-2638-3_79,"[{'last': '{Nirma Kumawat}'}, {'last': '{Krishna Rathore}'}]",Proceedings of the International Conference on Recent Cognizance in Wireless Communication & Image Processing,,http://link.springer.com/chapter/10.1007/978-81-322-2638-3_79,https://doi.org/10.1007/978-81-322-2638-3_79,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-319-03838-4_13,,,,267--282,Improving Domiciliary Robotic Services by Integrating the ASTRO Robot in an AmI Infrastructure,,2014,http://link.springer.com/chapter/10.1007/978-3-319-03838-4_13,"[{'first': 'Filippo', 'last': 'Cavallo'}, {'first': 'Michela', 'last': 'Aquilano'}, {'first': 'Manuele', 'last': 'Bonaccorsi'}, {'first': 'Raffaele', 'last': 'Limosani'}, {'first': 'Alessandro', 'last': 'Manzi'}, {'first': 'Maria', 'middle': 'Chiara', 'last': 'Carrozza'}, {'first': 'Paolo', 'last': 'Dario'}]",Gearing Up and Accelerating Cross‐fertilization between Academic and Industrial Robotics Research in Europe:,,http://link.springer.com/chapter/10.1007/978-3-319-03838-4_13,https://doi.org/10.1007/978-3-319-03838-4_13,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-319-92267-6_25,,,,280--291,Implementation of a Real-Time Data Acquisition System with Wireless Sensor Network for Temperature Measurement,,2019,http://link.springer.com/chapter/10.1007/978-3-319-92267-6_25,"[{'first': '{\\.I}smail', 'last': ""B{\\'{o}}{\\u g}rekci""}, {'first': 'Fatih', 'last': 'Akkoyun'}, {'first': 'Pinar', 'last': 'Demircio{\\u g}lu'}, {'first': 'Salih', 'last': 'Vardin'}]",Proceedings of the International Symposium for Production Research 2018,,http://link.springer.com/chapter/10.1007/978-3-319-92267-6_25,https://doi.org/10.1007/978-3-319-92267-6_25,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-981-13-2944-9_6,,,,43--60,"A Brief Study on Characteristics, Properties, and Applications of CdSe",,2019,http://link.springer.com/chapter/10.1007/978-981-13-2944-9_6,"[{'first': 'Nitya', 'last': 'Garg'}]",Innovation in Materials Science and Engineering,,http://link.springer.com/chapter/10.1007/978-981-13-2944-9_6,https://doi.org/10.1007/978-981-13-2944-9_6,,,,
