type,abstract,booktitle,date-added,date-modified,doi,isbn,issn,keywords,pages,title,volume,year,bdsk-url-1,author,journal,number,url,bdsk-url-2,archiveprefix,arxivid,eprint,pmid
article,"Diagnosis of diseases or any medical treatment requires access to vein in patients. Locating vein is difficult, mainly among geriatric, obese, and pediatric patients. Excessive vein punctures cause anxiety, pain, and distress in patients. Existing vein detection methods are expensive. In this paper, a low-cost, non-invasive vein visualization and detection method has been executed by using a normal web camera of resolution 1080 × 720, where IR filter is removed, which captures using the Ni-Black algorithm; the image of the veins is illuminated by infrared light; and the opposite image of the veins is projected onto the screen.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-15-9927-9_37,,,,375--383,Non-invasive Vein Detection and Visualization Using Fuzzy,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_37,"[{'first': 'E.', 'last': 'Balaraja'}, {'first': 'M.', 'middle': 'K. Mariam', 'last': 'Bee'}]",Emerging Technologies in Data Mining and Information Security,,http://link.springer.com/chapter/10.1007/978-981-15-9927-9_37,https://doi.org/10.1007/978-981-15-9927-9_37,,,,
article,"With the growing demand in the energy, it is very difficult for the conventional energy sources to cope up with that demand. Due to the eco-friendly nature, use of renewable resources to meet up with that demand is increasing day by day. Among those different renewable resources large amount of solar energy is harnessed in farms. Standalone panels are used in solar lights and other small applications. Rooftop PV’s are installed in commercial buildings. Use of solar panel is also cost beneficial for the end consumers. In this paper we have implemented the rooftop solar panel, and do a case study on the electricity bill saving for the customer of an existing complex in our residential area. We have also shown that what amount time will require to recover the installation cost of the solar panels.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-33-4604-8_73,,,,909--917,Electricity Bill Saving Using Solar Rooftop PV Cell for a Residential Complex in Our Locality---A Case Study,,2021,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_73,"[{'first': 'Rehan', 'last': 'Aziz'}, {'first': 'Nirban', 'last': 'Chakraborty'}, {'first': 'Raubins', 'last': 'Kumar'}]",Applications of Artificial Intelligence in Engineering,,http://link.springer.com/chapter/10.1007/978-981-33-4604-8_73,https://doi.org/10.1007/978-981-33-4604-8_73,,,,
article,"Attribute Based Encryption (ABE) has emerged as an access control technique for sharing data in cloud environment. In systems using ABE, the data owners specify the recipients for their data on the basis of attributes carried by them. The users obtain the attributes from appropriate authorities. In the context of open access systems, data pertaining to an organization is used within the organization by the internal members and at the same time, it can be shared with the users outside the organization. Sometimes, such shared data could be of critical importance. For example, medical data of a patient owned by a hospital could be important for a doctor to provide him suitable treatment. In this case, any authorized doctor should be able to treat the patient. Current ABE based schemes exhibit some limitations in addressing attribute management and policy formation issues for open access systems. In this paper, a Hierarchical Distributed Multi-Authority Attribute Based Encryption (HD-MAABE) scheme is proposed, where the organization and standard attribute authorities issue the attributes. Internal users of the organization get their attributes issued from the organization and attribute authorities arranged in a hierarchy are responsible for issuing valid attributes to the users external to the organization. Arrangement of attribute authorities in a hierarchy makes the system easily scalable, as attribute authorities can be added through a simple attribute delegation mechanism. This also makes it possible to issue attributes in a distributed manner.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-15-0633-8_18,,,,183--193,HD-MAABE: Hierarchical Distributed Multi-Authority Attribute Based Encryption for Enabling Open Access to Shared Organizational Data,,2020,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_18,"[{'first': 'Reetu', 'last': 'Gupta'}, {'first': 'Priyesh', 'last': 'Kanungo'}, {'first': 'Nirmal', 'last': 'Dagdee'}]",International Conference on Intelligent Computing and Smart Communication 2019,,http://link.springer.com/chapter/10.1007/978-981-15-0633-8_18,https://doi.org/10.1007/978-981-15-0633-8_18,,,,
article,"Nowadays, electronics is widespread and seeking its scope in medical and health sector enabling different tasks for persons with disability either partial or full. Diseases like asthma, Parkinson’s, etc., make the patient unable to speak. The person suffering from asthma losses muscle functionality, also unable to speak properly in the severe cases. In case of Parkinson’s diseases (PD) affected person, the voice is very vibrating in nature which is difficult to understand. From the ancient times till day, many researchers have provided different types of speech production systems that reproduce the speech very similar to the natural one. This paper reviews different speech models including some of the first mechanical model of speech synthesizer that produce five vowels, the first electrical model of vocal tract that produces continuous speech, an analogue integrated circuit vocal tract chip and many more.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-15-2369-4_20,,,,229--244,A Study on Vocal Tract Shape Estimation and Modelling of Vocal Tract,,2020,http://link.springer.com/chapter/10.1007/978-981-15-2369-4_20,"[{'last': 'Vikas'}, {'last': 'Deepak'}, {'first': 'P.', 'middle': 'K.', 'last': 'Verma'}, {'first': 'R.', 'middle': 'K.', 'last': 'Sharma'}]",Computing Algorithms with Applications in Engineering,,http://link.springer.com/chapter/10.1007/978-981-15-2369-4_20,https://doi.org/10.1007/978-981-15-2369-4_20,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-33-6912-2_2,,,,,Music/Non-music Discrimination Using Convolutional Neural Networks,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6912-2_2,"[{'first': 'Atiq', 'middle': 'Ahmed KhudavandSatish ChikkamathSR NirmalaNalini', 'last': 'Iyer'}]",Soft Computing and Signal Processing,,http://link.springer.com/chapter/10.1007/978-981-33-6912-2_2,https://doi.org/10.1007/978-981-33-6912-2_2,,,,
article,"In this silicon era, the major issues in CMOS submicron technologies are characterized by extended gate lengths which introduce delays, signal integrity and unsynchronized communications. Network-on-chip (NoC) is used to interconnect IP blocks of complex System-On-Chip (SoCs) which is a better alternative for bus-based architecture to solve the above issues, including scalability and performance limitations. This survey gives an overview of the basics of NoC based systems and presents a detailed survey of multicast routing algorithms to be used on NoCs. In this review, various research proposals based on multicast routing algorithms are chosen to high point the up-to-date approaches and analyses implementation results. The key target of this survey is to comprehensively review inspired multicast routing algorithms on NoC, with various kinds of evaluation parameters reported still now. For better understanding for the reader, this paper summarizes the basics of NoC topology, switching techniques along with the detailed review.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/978-3-030-65407-8_14,,,,163--178,An Overview of Multicast Routing Algorithms in Network on Chip,,2021,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_14,"[{'first': 'Sumitra', 'last': 'Velayudham'}, {'first': 'Sivakumar', 'last': 'Rajagopal'}, {'first': 'Swaminathan', 'last': 'Kathirvel'}, {'first': 'Basim', 'last': 'Alhadidi'}]",Intelligent Computing Paradigm and Cutting-edge Technologies,,http://link.springer.com/chapter/10.1007/978-3-030-65407-8_14,https://doi.org/10.1007/978-3-030-65407-8_14,,,,
article," This research paper concentrates on using intelligent techniques to recommend fast moving consumer goods (FMCGs) available in superstores with various brands, costs, discount or schemes, quantities, and reviews using linguistic inputs. Such linguistic inputs are managed through type 2 fuzzy logic and neural network techniques. The paper presents a literature survey, system architecture, and details about the experiment carried out using Google Colab along with fuzzy membership functions and other technical information. The result achieved with the investigation is 98% accurate. The approach is generic and can be used in many different domains. In the end, the paper presents applications and possible future enhancements on the work done.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/978-981-15-9873-9_15,,,,169--178,Multi-Criteria-Based Selection of Fast Moving Consumer Goods Using Intelligent Techniques with Linguistic Inputs,,2021,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_15,"[{'first': 'Rasendu', 'last': 'Mishra'}, {'first': 'Priti', 'middle': 'S.', 'last': 'Sajja'}]",Data Driven Approach Towards Disruptive Technologies,,http://link.springer.com/chapter/10.1007/978-981-15-9873-9_15,https://doi.org/10.1007/978-981-15-9873-9_15,,,,
article,A novel dual-cavity SIW MIMO antenna working for 6.2 GHz frequency is presented in this paper. Presented MIMO antenna is etched on RT duroid substrate (RT5880). RT5880 has dielectric constant of 2.2 and height of 1.6 mm. Presented prototype achieved gain of 7.732 dB. S,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/978-981-33-6307-6_63,,,,623--628,Dual-Cavity SIW MIMO Antenna,,2021,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_63,"[{'first': 'Ragini', 'last': 'Sharma'}, {'first': 'Vandana', 'last': 'Niranjan'}, {'first': 'Vibhav', 'middle': 'Kumar', 'last': 'Sachan'}, {'first': 'R.', 'middle': 'N.', 'last': 'Baral'}]",Proceedings of Integrated Intelligence Enable Networks and Computing,,http://link.springer.com/chapter/10.1007/978-981-33-6307-6_63,https://doi.org/10.1007/978-981-33-6307-6_63,,,,
article,"This paper represents an optimized approach to select the train route and schedule in order to avoid any unexpected incident while ensuring a better journey saving both cost and time. For that purpose, insightful analysis is required in order to deal with all the possible traffic overflow as well as train arrival and departure schedule. To understand the traffic and route selection-related problems precisely, some railway junction information especially the information of the proposed Dhaka Metro Rail junction is primarily considered. A deep analysis on the collected data is conducted, and the ordinary schedule and route selection approach is identified as the principal reason behind most of the unexpected incidents. So, this research focuses on optimizing the existing schedule and route selection system. For that purpose, several optimization techniques are studied, and finally, the genetic algorithm (GA) is proposed to optimize the train schedule and route selection problem. This paper provides a step-by-step illustration of the genetic algorithm in terms of optimizing the train route selection strategy. The proposed optimized system has been tested with a huge amount of data, and surprisingly, the system is found with 98.5% accuracy.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-981-16-0586-4_40,,,,495--507,A Genetic Algorithm-Based Optimal Train Schedule and Route Selection Model,,2021,http://link.springer.com/chapter/10.1007/978-981-16-0586-4_40,"[{'first': 'Md.', 'last': '{Zahid Hasan}'}, {'first': 'Shakhawat', 'last': 'Hossain'}, {'first': 'Md.', 'last': '{Mehadi Hassan}'}, {'first': 'Martina', 'last': 'Chakma'}, {'first': 'Mohammad', 'middle': 'Shorif', 'last': 'Uddin'}]",Proceedings of International Joint Conference on Advances in Computational Intelligence,,http://link.springer.com/chapter/10.1007/978-981-16-0586-4_40,https://doi.org/10.1007/978-981-16-0586-4_40,,,,
article,"The popularity of the contemporary smartphone makes it an attractive platform for new applications. We are exploring the potential of such personal devices to control networked displays. In particular, we have developed a system that can sense mobile phone orientation to support two kinds of juggling-like play styles: ",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1186/s41070-017-0017-x,,,,,``Twhirleds'': Spun and whirled affordances controlling multimodal mobile-ambient environments with reality distortion and synchronized lighting to preserve intuitive alignment,3,2017,http://link.springer.com/article/10.1186/s41070-017-0017-x,"[{'first': 'Michael', 'last': 'Cohen'}, {'first': 'Rasika', 'last': 'Ranaweera'}, {'first': 'Bektur', 'last': 'Ryskeldiev'}, {'first': 'Tomohiro', 'last': 'Oyama'}, {'first': 'Aya', 'last': 'Hashimoto'}]",Scientific Phone Apps and Mobile Devices,1,http://link.springer.com/article/10.1186/s41070-017-0017-x,https://doi.org/10.1186/s41070-017-0017-x,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s11277-015-3034-6,,1572834X,,1599--1603,Editorial: Special Issue on ``Recent Advances in Mobile and Wireless Networks'',84,2015,http://link.springer.com/article/10.1007/s11277-015-3034-6,"[{'first': 'Der', 'middle': 'Jiunn', 'last': 'Deng'}, {'first': 'Chih', 'middle': 'Cheng', 'last': 'Tseng'}, {'first': 'Tony', 'middle': 'Q.S.', 'last': 'Quek'}, {'first': 'Nirwan', 'last': 'Ansari'}]",Wireless Personal Communications,3,http://link.springer.com/article/10.1007/s11277-015-3034-6,https://doi.org/10.1007/s11277-015-3034-6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s13534-014-0157-8,,2093985X,,199--200,Special issue on biomedical optics,4,2014,http://link.springer.com/article/10.1007/s13534-014-0157-8,"[{'first': 'Kyung', 'middle': 'Min', 'last': 'Byun'}, {'first': 'Woonggyu', 'last': 'Jung'}]",Biomedical Engineering Letters,3,http://link.springer.com/article/10.1007/s13534-014-0157-8,https://doi.org/10.1007/s13534-014-0157-8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s38311-016-0128-z,,,,,Products,118.0,2016,http://link.springer.com/article/10.1007/s38311-016-0128-z,,ATZ worldwide,10,http://link.springer.com/article/10.1007/s38311-016-0128-z,https://doi.org/10.1007/s38311-016-0128-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.7603/s40707-014-0029-8,,,,,Extension of Building Life,3.0,2015,http://link.springer.com/article/10.7603/s40707-014-0029-8,"[{'first': 'Dr.', 'middle': 'Lin-Lin', 'last': 'Huang'}]",GSTF Journal of Engineering Technology (JET),3,http://link.springer.com/article/10.7603/s40707-014-0029-8,https://doi.org/10.7603/s40707-014-0029-8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1365/s38314-012-0099-9,,,,4--9,Interfaces Using Gestures Today'S Technology and Tomorrow'S Innovations,7,2012,http://link.springer.com/article/10.1365/s38314-012-0099-9,"[{'first': 'Rick', 'last': 'Kreifeldt'}, {'first': 'Hans', 'last': 'Roth'}, {'first': 'Olaf', 'last': 'Preissner'}, {'first': 'Thomas', 'last': ""V{\\'{o}}hringer-Kuhnt""}]",ATZelektronik worldwide,4,http://link.springer.com/article/10.1365/s38314-012-0099-9,https://doi.org/10.1365/s38314-012-0099-9,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s12567-017-0182-4,,18682510,,367--369,Editorial,9,2017,http://link.springer.com/article/10.1007/s12567-017-0182-4,"[{'first': 'Andreas', 'last': 'Fix'}, {'first': 'Giampiero', 'last': 'Naletto'}, {'first': 'Ian', 'last': 'Hutchinson'}, {'first': 'Nikos', 'last': 'Karafolas'}, {'first': 'Wolfgang', 'last': 'Riede'}]",CEAS Space Journal,4,http://link.springer.com/article/10.1007/s12567-017-0182-4,https://doi.org/10.1007/s12567-017-0182-4,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1365/s38314-013-0180-z,,,,8--12,Augmented reality transfer of presentation techniques to the cockpit,8,2013,http://link.springer.com/article/10.1365/s38314-013-0180-z,"[{'first': 'Christoph', 'last': 'Groenegress'}, {'first': 'Stephan', 'last': 'Ritz'}]",ATZelektronik worldwide,4,http://link.springer.com/article/10.1365/s38314-013-0180-z,https://doi.org/10.1365/s38314-013-0180-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s38313-016-0118-y,,,,,Products,77.0,2016,http://link.springer.com/article/10.1007/s38313-016-0118-y,"[{'first': 'Andreas', 'last': 'Burkert'}]",MTZ worldwide,10,http://link.springer.com/article/10.1007/s38313-016-0118-y,https://doi.org/10.1007/s38313-016-0118-y,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/s12652-017-0454-z,,18685145,,155--156,Innovations and practical applications of intelligent systems in ambient intelligence and humanized computing,8,2017,http://link.springer.com/article/10.1007/s12652-017-0454-z,"[{'first': 'David', 'last': 'Camacho'}, {'first': 'Paulo', 'last': 'Novais'}]",Journal of Ambient Intelligence and Humanized Computing,2,http://link.springer.com/article/10.1007/s12652-017-0454-z,https://doi.org/10.1007/s12652-017-0454-z,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/s38311-015-0041-x,,,,44--49,Contribution of the Steering Wheel for Active Driver State Detection,117,2015,http://link.springer.com/article/10.1007/s38311-015-0041-x,"[{'first': 'Stefanie', 'last': 'E{\\ss}ers'}, {'first': 'Jason', 'last': 'Lisseman'}, {'first': 'Heiko', 'last': 'Ruck'}]",ATZ worldwide,7-8,http://link.springer.com/article/10.1007/s38311-015-0041-x,https://doi.org/10.1007/s38311-015-0041-x,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s38313-016-0058-6,,,,52--57,Simulation-based Robustness Analysis of On-board Diagnostics Functions,77,2016,http://link.springer.com/article/10.1007/s38313-016-0058-6,"[{'first': 'Marco', 'last': 'Moser'}, {'first': 'Gunter', 'last': ""Carqu{\\'{e}}""}, {'first': 'Daniel', 'last': 'He{\\ss}'}, {'first': 'Friedemann', 'last': 'Schrade'}]",MTZ worldwide,7-8,http://link.springer.com/article/10.1007/s38313-016-0058-6,https://doi.org/10.1007/s38313-016-0058-6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/s12195-015-0418-3,,18655033,,527--529,Therapeutic Targeting of Circulating Tumor Cells: An Important Problem That Deserves Careful Study,8,2015,http://link.springer.com/article/10.1007/s12195-015-0418-3,"[{'first': 'Jocelyn', 'middle': 'R.', 'last': 'Marshall'}, {'first': 'Michael', 'middle': 'R.', 'last': 'King'}]",Cellular and Molecular Bioengineering,4,http://link.springer.com/article/10.1007/s12195-015-0418-3,https://doi.org/10.1007/s12195-015-0418-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s38313-014-0173-1,,,,48--53,Synthetic Diesel Fuel OME1 A Pathway Out of the Soot-NOx Trade-Off,75,2014,http://link.springer.com/article/10.1007/s38313-014-0173-1,"[{'first': 'Martin', 'last': ""H{\\'{a}}rtl""}, {'first': 'Philipp', 'last': 'Seidenspinner'}, {'first': 'Georg', 'last': 'Wachtmeister'}, {'first': 'Eberhard', 'last': 'Jacob'}]",MTZ worldwide,7-8,http://link.springer.com/article/10.1007/s38313-014-0173-1,https://doi.org/10.1007/s38313-014-0173-1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/s38314-016-0039-1,,,,36--39,Cognitive Load of the Driver Measurements of Risk Based on How the Pupils Change,11,2016,http://link.springer.com/article/10.1007/s38314-016-0039-1,"[{'first': 'Stefan', 'last': 'Marti'}]",ATZelektronik worldwide,3,http://link.springer.com/article/10.1007/s38314-016-0039-1,https://doi.org/10.1007/s38314-016-0039-1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/s10776-013-0221-9,,10689605,,167--169,Special issue on: Cooperative and distributed wireless communications,20,2013,http://link.springer.com/article/10.1007/s10776-013-0221-9,"[{'first': 'Abbas', 'last': 'Jamalipour'}, {'first': 'Iran', 'last': 'Oppermann'}, {'first': 'Nirwan', 'last': 'Ansari'}, {'first': 'Graeme', 'last': 'Woodward'}]",International Journal of Wireless Information Networks,3,http://link.springer.com/article/10.1007/s10776-013-0221-9,https://doi.org/10.1007/s10776-013-0221-9,,,,
article,"In order to obtain a new-type short cylindrical cup-shaped flexspline that can be applied to space mechanisms, the APDL language of ANSYS software was employed to develop a parameterized equivalent contact model between a flexspline and a wave generator. The validity of the parameterized equivalent contact model was verified by comparing the results of the analytic value of the contact model and the value calculated by the theoretical formula. The curvilinear trend of stress was obtained by changing the structural parameter of the flexspline. Based on the curvilinear trend of stress, multi-objective optimizations of key structural parameters were achieved. Flexspline, wave generator, and circular spline of a new 32-type short cylindrical cup-shaped harmonic reducer were designed and manufactured. A performance test bench to carry out tests on the harmonic reducer was designed. Contrast experiments were implemented to determine the efficiency of the new 32-type short cylindrical cup-shaped harmonic reducer and the conventional 32-type harmonic reducer under different conditions. The experimental results reveal that there is approximately equality in terms of efficiency between the new 32-type short cylindrical cup-shaped harmonic reducer and the conventional 32-type harmonic reducer. The volume of the flexspline of the new 32-type short cylindrical cup-shaped harmonic reducer is reduced by approximately 30% through multi-objective optimization. When the new 32-type short cylindrical cup-shaped harmonic reducer is used on the wheel of a rover prototype, the mass of the wheel hub is decreased by 0.42 kg. Test analysis of wheel motion verifies that the new 32-type short cylindrical cup-shaped harmonic reducer can meet the requirements regarding bearing capacity and efficiency.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/s11771-012-1221-0,,2095-2899,,1869--1882,Optimization and experimental research on a new-type short cylindrical cup-shaped harmonic reducer,19,2012,http://link.springer.com/article/10.1007/s11771-012-1221-0,"[{'first': 'Hai-bo', 'last': 'Gao'}, {'first': 'Hong-chao', 'last': 'Zhuang'}, {'first': 'Zhi-gang', 'last': 'Li'}, {'first': 'Zong-quan', 'last': 'Deng'}, {'first': 'Liang', 'last': 'Ding'}, {'first': 'Zhen', 'last': 'Liu'}]",Journal of Central South University,7,http://link.springer.com/article/10.1007/s11771-012-1221-0,https://doi.org/10.1007/s11771-012-1221-0,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s35148-016-0121-2,,,,,Produkte,118.0,2016,http://link.springer.com/article/10.1007/s35148-016-0121-2,,ATZ - Automobiltechnische Zeitschrift,10,http://link.springer.com/article/10.1007/s35148-016-0121-2,https://doi.org/10.1007/s35148-016-0121-2,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:01 +1000,10.1007/s12200-015-0459-1,,20952767,,456--460,Development trends of GaN-based wide bandgap semiconductors: from solid state lighting to power electronic devices,8,2015,http://link.springer.com/article/10.1007/s12200-015-0459-1,"[{'first': 'Bo', 'last': 'Shen'}]",Frontiers of Optoelectronics,4,http://link.springer.com/article/10.1007/s12200-015-0459-1,https://doi.org/10.1007/s12200-015-0459-1,,,,
article,A series of Al exchanged heteropoly tungstate (AlTPA) supported on SnO,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:03 +1000,10.1007/s12572-013-0101-7,,0975-0770,,232--238,Efficient and selective conversion of fructose to 5-hydroxymethylfurfural over metal exchanged heteropoly tungstate supported on tin oxide catalysts,5,2013,http://link.springer.com/article/10.1007/s12572-013-0101-7,"[{'first': 'G.', 'last': 'Raveendra'}, {'first': 'M.', 'last': 'Srinivas'}, {'first': 'P.', 'middle': 'S.', 'last': '{Sai Prasad}'}, {'first': 'N.', 'last': 'Lingaiah'}]",International Journal of Advances in Engineering Sciences and Applied Mathematics,4,http://link.springer.com/article/10.1007/s12572-013-0101-7,https://doi.org/10.1007/s12572-013-0101-7,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/s35146-016-0120-6,,,,,Produkte,77.0,2016,http://link.springer.com/article/10.1007/s35146-016-0120-6,"[{'first': 'Andreas', 'last': 'Burkert'}]",MTZ - Motortechnische Zeitschrift,10,http://link.springer.com/article/10.1007/s35146-016-0120-6,https://doi.org/10.1007/s35146-016-0120-6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/s00506-012-0026-6,,0945-358X,,429--434,"{Aktuell, {\'{O}}WAW 9-10/2012}",64,2012,http://link.springer.com/article/10.1007/s00506-012-0026-6,,{\'{O}}sterreichische Wasser- und Abfallwirtschaft,9-10,http://link.springer.com/article/10.1007/s00506-012-0026-6,https://doi.org/10.1007/s00506-012-0026-6,,,,
article,"For single-frequency network (SFN) transmission, the echoes coming from different transmitters are superimposed at the reception, giving rise to a frequency selective channel. Although multicarrier modulations lower the dispersion, the demodulated signal is sensitive to be degraded by inter-symbol interference (ISI) and inter-carrier interference (ICI). In view of this, we use channel coding in conjunction either with filter bank multicarrier (FBMC) modulation or with orthogonal frequency division multiplexing (OFDM). To deal with the loss of orthogonality, we have devised an interference-aware receiver that carries out a soft detection under the assumption that the residual interference plus noise (IN) term is Gaussian-distributed. To keep the complexity low, we propose to estimate the variance of the IN term by resorting to data-aided algorithms. Experimental results show that regardless of the method, FBMC provides a slightly better performance in terms of coded bit error rate than OFDM, while the spectral efficiency is increased when FBMC is considered.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1186/1687-6180-2013-163,,,,,Low-complexity interference variance estimation methods for coded multicarrier systems: application to SFN,2013,2013,http://link.springer.com/article/10.1186/1687-6180-2013-163,"[{'first': 'Marius', 'last': 'Caus'}, {'first': 'Ana', 'middle': 'I', 'last': '{Perez Neira}'}, {'first': 'Markku', 'last': 'Renfors'}]",EURASIP Journal on Advances in Signal Processing,1,http://link.springer.com/article/10.1186/1687-6180-2013-163,https://doi.org/10.1186/1687-6180-2013-163,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1365/s35778-014-1291-8,,2195-1454,,50--55,{Mobilit{\'{a}}tsmanagement im Wandel},19,2014,http://link.springer.com/article/10.1365/s35778-014-1291-8,"[{'first': 'Martin', 'last': 'Kagerbauer'}, {'first': 'Thomas', 'last': 'Schuster'}, {'first': 'Georg', 'last': 'Hertweck'}, {'first': 'Oliver', 'last': 'Wolf'}]",ATZextra,11,http://link.springer.com/article/10.1365/s35778-014-1291-8,https://doi.org/10.1365/s35778-014-1291-8,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:06 +1000,10.1007/s00506-013-0113-3,,0945-358X,,300--305,"{Panorama, {\'{O}}WAW 9--10/2013}",65,2013,http://link.springer.com/article/10.1007/s00506-013-0113-3,,{\'{O}}sterreichische Wasser- und Abfallwirtschaft,9-10,http://link.springer.com/article/10.1007/s00506-013-0113-3,https://doi.org/10.1007/s00506-013-0113-3,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/s35658-015-0514-0,,1862-1791,,8--13,CES: Bunte Bilder und harte IT-Bandagen,10,2015,http://link.springer.com/article/10.1007/s35658-015-0514-0,"[{'first': 'Markus', 'last': ""Sch{\\'{o}}ttle""}]",ATZelektronik,1,http://link.springer.com/article/10.1007/s35658-015-0514-0,https://doi.org/10.1007/s35658-015-0514-0,,,,
article,"Hi, good afternoon everyone. We have come to the last talk. I know many of you are probably desperate for a pint in the pub, so I will make your life easy and keep the talk short. This talk is about “verifiable classroom voting”. If you look for the literature on this subject, you will probably find none. The reason should become clear later in the talk. This work is in collaboration with Dylan Clarke, and Carlton Shepherd. Dylan is an RA working with me and Carlton is a third year undergraduate student in the School of Computing Science, Newcastle University.Here is the outline for the talk. First, I will give you some background on classroom voting. I will explain what classroom voting systems are currently available. However, none of those available systems is “verifiable”. Next I will describe our solution. And in addition to describing the theoretical design, we will present a prototype implementation of the design. Furthermore we will present our trial experience of applying the prototype in a real classroom environment to enhance the students’ learning process. That has received good student feedback. Finally I will conclude with suggestions for future research.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/978-3-642-41717-7_29,9783642417160.0,16113349,,255--264,Verifiable classroom voting: Where cryptography meets pedagogy,8263 LNCS,2013,http://link.springer.com/chapter/10.1007/978-3-642-41717-7_29,"[{'first': 'Feng', 'last': 'Hao'}]",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,http://link.springer.com/chapter/10.1007/978-3-642-41717-7_29,https://doi.org/10.1007/978-3-642-41717-7_29,,,,
