id,title,abstract,"Normal paper? (e.g., not a survey paper, report or proposal)",Using near-infrared?,Mobile?,"Technical? (e.g., not a fundamental study or use a product only)","Involving apparatus? (e.g., not a chip or filter design, or a dataset)",Included?,doi,Remarks
647,Preliminary study of neurocognitive differences in attention and fluency in Schizophrenia using fNIRS,"Schizophrenia is a severe psychiatric disorder that affects individuals across the course of their lifetime. Neurocognitive deficits are a typical characteristic of this disorder and are prominent in many cognitive domains including attention and fluency. Despite the recognized importance, patient cognition is rarely monitored as a regular part of treatment and even then, only with behavioral metrics. Functional Near Infrared Spectroscopy (fNIRS) is a non-invasive technique which measures cortical hemodynamic responses using near-infrared light with safe, portable, and cost-effective sensors. The measurement of fNIRS during cognitive processing tasks could offer objective insights into the dysfunction and cognitive inefficiency inherent in Schizophrenia. In this preliminary study, we examined cognition in patients with Schizophrenia and Controls under three different cognitive tasks (Continuous Performance Test, Verbal Fluency Test, Psychomotor Vigilance Test) to evaluate differences in behavioral and candidate biomarkers in the disorder. Our results support findings of left-hemispheric lateralization during language tasks, right-hemispheric lateralization during attention tasks, and imply task-related abnormal activation patterns in schizophrenia patients.",,,,,,,10.1109/NER.2017.8008304,
648,Preliminary study: Spectral reflectance properties of microalgae in freshwater,"Spectral reflectance of microalgae plays an important role to analysis and interpretation of their properties in freshwater. The aim of this study is to measure and investigate spectral reflectance of microalgae using an Analytical Spectral Device (ASD) - more specifically FieldSpec HandHeld 2{\texttrademark} Spectroradiometer - that records reflected radiation from visible to near infrared wavelength at Tasik Aman, USM Penang. The reflectance response of microalgae was analysed with the aid of ViewSpec Pro software. The peak position could be used to explain and understand the spectral reflectance of microalgae that occured in the visible and near infrared regions. In the visible spectrum, microalgae recorded the highest reflectance value in the range from 550 to 560 nm (green region) and around 700nm (red region). In the near infrared region, the highest reflectance value recorded was near 750-800nm. The wide spectral range was found from 550 to 560 nm and near 700 nm with maximum sensitivity of chlorophyll content. {\copyright} 2013 IEEE.",,,,,,,10.1109/IconSpace.2013.6599491,commerical 
649,Preventing relay attacks in mobile transactions using infrared light,"Near Field Technology (NFC) enables a smartphone to emulate a smart card, enabling it to provide services, like banking and transport ticketing. Similar to smart cards, NFCbased transactions are susceptible to relay attacks. Distance bounding protocols have been proposed for smart cards to counter relay attacks. However, this may not be effective in the field of mobile transactions, due to their requirement of high time-delay sensitivity and specialised hardware. A number of proposals are being put forward that show that sensing the natural ambient environment is an effective anti-relay mechanism. Existing literature neither involves a threat actor in their analysis nor they are in compliance with EMV's transaction requirement of 500ms. In this paper, we look at the anti-relay mechanism from a different point of view. Instead of measuring the natural ambience, we generate and measure a unique artificial ambient environment (AAE) using peripherals of the devices involved in a transaction. To evaluate our proposal and its effectiveness, we selected infrared from the proposed set of off-the-shelf actuator/sensor pairs available on modern smartphones. We designed and deployed six distinct test-beds, each based on a unique method of relay attack, in order to evaluate the effectiveness of our proposal in the context of infrared. From our experimentations, we can empirically state that infrared showed high success rate in relay attack detection higher than any existing work in academic literature.",,,,,,,10.1145/3019612.3019794,IR blaster
651,Probing sucrose contents in everyday drinks using miniaturized near-infrared spectroscopy scanners,"Near-Infrared Spectroscopy (NIRS) is a non-invasive sensing technique which can be used to acquire information on an object's chemical composition. Although NIRS is conventionally used in dedicated laboratories, the recent introduction of miniaturized NIRS scanners has greatly expanded the use cases of this technology. Previous work from the UbiComp community shows that miniaturized NIRS can be successfully adapted to identify medical pills and alcohol concentration. In this paper, we further extend this technology to identify sugar (sucrose) contents in everyday drinks. We developed a standalone mobile device which includes inter alia a NIRS scanner and a 3D printed clamp. The clamp can be attached to a straw-like tube to sense a liquid's sucrose content. Through a series of studies, we show that our technique can accurately measure sucrose levels in both lab-made samples and commercially available drinks, as well as classify commercial drinks. Furthermore, we show that our method is robust to variations in the ambient temperature and lighting conditions. Overall, our system can estimate the concentration of sugar with $\pm$0.29 g/100ml error in lab-made samples and < 2.0 g/100ml error in 18 commercial drinks, and can identify everyday drinks with > 99% accuracy. Furthermore, in our analysis, we are able to discern three characteristic wavelengths in the near-infrared region (1055 nm, 1235 nm and 1545 nm) with acute responses to sugar (sucrose). Our proposed protocol contributes to the development of everyday ""food scanners"" consumers.",,,,,,,10.1145/3369834,
656,Prosthetic Face Makeups and Detection,"Prosthetic makeup can be used to alter the appearance of a human face drastically through molded facial parts, skin-like silicone masks, and plastic surgery. Compared to conventional disguise methods such as glasses, a fake mustache, or a wig, it is more realistic and difficult to detect. We experimented with prosthetic makeups and with an affordable near-infrared camera and a portable thermal camera for smartphones. We found the spectra signatures can reveal the features at certain facial areas such as eye sockets, nose bridge, and forehead that are almost invisible to humans and computers by visual inspection. NIR reflectance depends on the distance to the lighting source, surface material property, and face poses. Thermal signatures also depend on the breathing flow, facial temperature, and thermal properties of the prosthetics, as well as the air gap between the prosthetics and the skin. We found the location-based spectra features and multiple bands to potentially increase the detection accuracy and explainability in terms of location, material, and makeup process.",,,,,,,10.1007/978-3-030-79997-7_26,
657,Prototype design for wearable veins localization system using near infrared imaging technique,"Advance biomedical engineering technologies are continuously changing the medical practices to improve medical care of patients nowadays. In this paper, we describe the concept used to prototype a device for needle insertion navigation during intravenous catheterization process via Near Infrared (NIR) imaging technique. A vein locator prototype using the NIR imaging technique and augmented reality (AR) technology have been developed in this work which is meant to be used in the process of intravenous catheterization. The challenges faced during the development of this prototype included the calibration of composite images in the see-through display. In this prototype, the Vuzix STAR 1200XL eyewear system has been used as the head mounted display and the imaging video is input by IR CCD camera. Additional, We select the optimum illumination by using NIR LED with wavelength of 830nm and 850nm in prototying to obtain the best contrast NIR venous image for different types of skin tone.",,,,,,,10.1109/CSPA.2015.7225628,
658,Pupil and glint detection using wearable camera sensor and near-infrared LED array,"This paper proposes a novel pupil and glint detection method for gaze tracking system using a wearable camera sensor and near-infrared LED array. A novel circular ring rays location (CRRL) method is proposed for pupil boundary points detection. Firstly, improved Otsu optimal threshold binarization, opening-and-closing operation and projection of 3D gray-level histogram are utilized to estimate rough pupil center and radius. Secondly, a circular ring area including pupil edge inside is determined according to rough pupil center and radius. Thirdly, a series of rays are shot from inner to outer ring to collect pupil boundary points. Interference points are eliminated by calculating gradient amplitude. At last, an improved total least squares is proposed to fit collected pupil boundary points. In addition, the improved total least squares developed is utilized for the solution of Gaussian function deformation to calculate glint center. The experimental results show that the proposed method is more robust and accurate than conventional detection methods. When interference factors such as glints and natural light reflection are located on pupil contour, pupil boundary points and center can be detected accurately. The proposed method contributes to enhance stability, accuracy and real-time quality of gaze tracking system.",,,,,,,10.3390/s151229792,
660,Quality control of woodchip energy parameters usign near infrared spectroscopy coupled with chemometrics,"Considering the increase in the energy demand and the European targets to minimize environmental impacts, woodchip is considered a good alternative for bioenergy production. Its characteristics lead to more standardized handling operations and combustion control and, consequently, to logistic and economic advantages. Because of its inherent variability the quality and chemical characteristics of the woodchip material need to be evaluated, resulting in a better application and in a reduction of emission problems. NIR spectroscopy could be considered a rapid and reliable system to quality monitoring compared to conventional laboratory analysis. Prediction models could be developed to assess physical and energetic properties of the woodchip material. Bound water content, ash content and calorific value are considered the main energetic quality parameters and prediction models are developed acquiring spectra with two different spectrometers (bench and portable). Good models are developed for the prediction of bound water content, while fair models are developed for the prediction of ash content and calorific value. Results are considered promising for the application along the woodchip supply chain, improving time and costs efficiency, in particular concerning moisture content evaluation.",,,,,,,10.1109/MetroAgriFor52389.2021.9628425,
662,Quantifying programmers' mental workload during program comprehension based on cerebral blood flow measurement: A controlled experiment,"Program comprehension is a fundamental activity in software development that cannot be easily measured, as it is performed inside the human brain. Using a wearable Near Infra-red Spectroscopy (NIRS) device to measure cerebral blood flow, this paper tries to answer the question: Can the measurement of brain blood-flow quantify programmers' mental workload during program comprehension activities? We performed a controlled experiment with 10 subjects; 8 of them showed high cerebral blood flow while understanding strongly obfuscated programs (requiring high mental workload). This suggests the possibility of using NIRS to measure the mental workload of a person during software development activities. Copyright {\copyright} 2014 ACM.",,,,,,,10.1145/2591062.2591098,
665,Rapid assessment of high value samples: An AOTF-LDTOF spectrometer suite for planetary surfaces,"We discuss the development of a miniature near-infrared point spectrometer, operating between 1.7-3.45 μm, based on acousto-optic tunable filter (AOTF) technology. This instrument may be used to screen and corroborate analyses of samples containing organic biomarkers or mineralogical signatures suggestive of extant or extinct organic material collected in situ from planetary surfaces. The AOTF point spectrometer will be paired with a laser desorption time-of-flight (LDTOF) mass spectrometer and will prescreen samples for evidence of volatile or refractory organics before the laser desorption step and subsequent mass spectrometer measurement. We describe the AOTF point spectrometer instrument and present laboratory analysis of geological samples of known astrobiological importance. We also present LDTOF spectra of the same samples analyzed with the AOTF, which highlights the value of a comparative data set with the two instruments. We discuss plans for the integration of the two instruments, which is scheduled to take place in the first half of 2012. The AOTF-LDTOF instrument pairing offers the powerful advantage of cross-checked chemical analyses of individual samples, which can reduce chemical and biological interpretation ambiguities.",,,,,,,10.1109/AERO.2012.6187060,
666,Rapid Classification of Respiratory Syncytial Virus and Sendai Virus by a Low-cost and Portable Near-infrared Spectrometer,"In this work, we present the combination of near-infrared spectroscopy and chemometrics to distinguish respiratory syncytial virus (RSV) and Sendai virus (SeV), the first study of its kind. Using a low-cost and portable spectrometer, a total of 440 virus spectra were collected over four separate sessions. The spectra were pre-processed by normalisation and baseline removal, and variable elimination was conducted based on the standard deviation. Partial least squares discrimination analysis was used to model the relationship between the spectra and the virus categories, resulting in the accuracy of 0.825 and 0.855 for validation and prediction, respectively. Since the portable spectrometer has simple operation and can provide analytical results in real time, it can be used as a viable tool for rapid, on-site and low-cost virus screening for RSV, SeV and possibly other similar viruses such as SARS-CoV-2.",,,,,,,10.1109/SENSORS47087.2021.9639533,possible for COVID?
667,Rapid estimation of potato quality parameters by a portable near-infrared spectroscopy device,"The aim of the present work was to determine the main quality parameters on tuber potato using a portable near-infrared spectroscopy device (MicroNIR). Potato tubers protected by the Protected Geographical Indication (PGI ``Patata de Galicia'', Spain) were analyzed both using chemical methods of reference and also using the NIR methodology for the determination of important parameters for tuber commercialization, such as dry matter and reducing sugars. MicroNIR technology allows for the attainment/estimation of dry matter and reducing sugars in the warehouses by directly measuring the tubers without a chemical treatment and destruction of samples. The principal component analysis and modified partial least squares regression method were used to develop the NIR calibration model. The best determination coefficients obtained for dry matter and reducing sugars were of 0.72 and 0.55, respectively, and with acceptable standard errors of cross-validation. Near-infrared spectroscopy was established as an effective tool to obtain prediction equations of these potato quality parameters. At the same time, the efficiency of portable devices for taking instantaneous measurements of crucial quality parameters is useful for potato processors.",,,,,,,10.3390/s21248222,
668,Rapid-detection sensor for rice grain moisture based on NIR spectroscopy,"Rice grain moisture has a great impact on th production and storage storage quality of rice. The main objective of this study was to design and develop a rapid-detection sensor for rice grain moisture based on the Near-infrared spectroscopy (NIR) characteristic band, aiming to realize its accurate and on-line measurement. In this paper, the NIR spectral information of grain samples with different moisture content was obtained using a portable NIR spectrometer. Then, the partial least squares (PLS) and competitive adaptive reweighted squares (CARS) were applied to model and analyze the spectral data to find the rice grain moisture NIR spectroscopy. As a result, the 1450 nm band was sensitive to the rice grain moisture and a rapid-detection sensor was developed with a 1450 nm light emitting diode (LED) light source, InGaAs photodiode, lens and filter, whose basic principle is to establish the relationship between the rice grain moisture and the measured voltage signal. To evaluate the sensor performance, rice grain samples with 13-30% moisture content were detected, the coefficient of determination R2 was 0.936, and the sum of squares for error (SSE) was 23.44. It is concluded that this study provides a spectroscopic measuring method, as well as developing an effective and accurate sensor for the rapid determination of rice grain moisture, which is of great significance for monitoring the quality of rice grain during its production, transportation and storage process.",,,,,,,10.3390/app9081654,
669,Real time detection of soil moisture in winter jujube orchard based on NIR spectroscopy,"The measurement and control of soil moisture are the key technologies of precision agriculture. In order to real-time detect soil moisture content faster and more accurately, a portable soil moisture sensor based on NIR spectroscopy was developed. With the sixty soil samples collected from a winter jujube orchard, a linear regression model was established. The determination coefficients of the calibration ( ) and validation ( ) reached 0.88 and 0.92, respectively. The model passed F-test and t-test and showed robust. Subsequently, two spatial distribution maps of soil moisture were generated based on the data obtained by the portable soil moisture detector and the data obtained by oven drying method, respectively. Finally, the correlation between these two maps was investigated by using the software of Surfer 8.0. The zones of dry and wet soil could be distinguished easily in both maps. The results of the study showed that the developed detector was practical. 2013 IFIP International Federation for Information Processing.",,,,,,,10.1007/978-3-642-36137-1_52,
670,Real Time Vein Detection and Mapping using near Infra-Red Lights,"Correct identification of veins for the purpose of injection can be difficult for drug-delivery physicians, especially in the cases of obese, elderly, dark skin-toned patients. If an injection is wrongly placed, it causes severe pain and leads to swelling. In some cases, it can also lead to nerve damage. Similarly, due to the rising incidence of chronic diseases, sweeping medical costs, and glass and polymer technology that ensures safety, self-administered injectables have been on the rise. The rise of self-administered injectables has resulted in the need for a safe way to let people who are not medical professionals handle injections. To tackle this problem, the proposed research in the paper applies the image processing principles of image denoising, enhancement and feature extraction to detect and map veins from an image taken by illuminating the required area of the hand by near-infrared (NIR) light. Therefore, the aim of the paper is to create an economically viable portable device to detect veins and provide the user with an ideal place for injection or ejection of blood. This will aid the 31.7 million people who have diabetes in India, a number which is projected to increase by 30 percent by the year 2030. Thus, without even considering the medical professionals who will use the product for improved patient care, the impact of the project is significant.",,,,,,,10.1109/INDICON49873.2020.9342163,
672,Real-time Molecular Analysis Methods Based on Cloud Computing,"Today, quite a lot of attention is paid to the integration of information technology and medicine. E-health network development makes it possible. The principles of e-health networks imply the use of small-sized mobile medical devices - sensors and actuators. As a rule, sensors, and actuators are combined into a network and operate with other network devices: gateways, cloud servers, etc. The article discusses the network scheme, including a portable near-infrared spectrometer for molecular analysis of food products and its interaction with the Internet in the process of data collection and processing.",,,,,,,10.23919/ICACT48636.2020.9061274,
673,Real-time needle steering in response to rolling vein deformation by a 9-DOF image-guided autonomous venipuncture robot,"Venipuncture is the most common invasive medical procedure performed in the United States and the number one cause of hospital injury. Failure rates are particularly high in pediatric and elderly patients, whose veins tend to deform, move, or roll as the needle is introduced. To improve venipuncture accuracy in challenging patient populations, we have developed a portable device that autonomously servos a needle into a suitable vein under image guidance. The device operates in real time, combining near-infrared and ultrasound imaging, computer vision software, and a 9 degrees-of-freedom robot that servos the needle. In this paper, we present the kinematic and mechanical design of the latest generation robot. We then investigate in silico and in vitro the mechanics of vessel rolling and deformation in response to needle insertions performed by the robot. Finally, we demonstrate how the robot can make real-time adjustments under ultrasound image guidance to compensate for subtle vessel motions during venipuncture.",,,,,,,10.1109/IROS.2015.7353736,robot
674,Real-time quantification of crude protein and neutral detergent fibre in pastures under montado ecosystem using the portable nir spectrometer,"The Montado is a Mediterranean agro--forestry--pastoral ecosystem. Knowledge of pastures' nutritional value is critical for farm managers' decision-making. Laboratory determinations are very expensive, destructive and costly, in terms of time and labour. The objective of this experimental work was to calibrate and validate a portable near-infrared spectrometer (micro-NIR) to predict the nutritive value (neutral detergent fibre, NDF and crude protein, CP) of pastures in the peak of spring 2021. Thus, a total of 87 pasture samples were collected at eight experimental fields located in the Alentejo, Southern region of Portugal. The results show good correlations between in-situ micro-NIR measurements and pasture NDF reference values (R2 of 0.73 and 0.69 for calibration and validation models, respectively), and a moderate correlation between micro-NIR measurements and pasture CP reference values (R2 of 0.51 and 0.36 for calibration and validation models, respectively). These results show the potential of this tool for the quick evaluation of pasture quality and constitute a starting point for future work, which should include the monitoring of temporal variability (throughout the entire vegetative cycle of the pasture) and spatial (with geo-referenced information) diversity of pastures characteristic of the Montado ecosystem in the Mediterranean region.",,,,,,,10.3390/app112210638,
675,"Real-time, wide-area hyperspectral imaging sensors for standoff detection of explosives and chemical warfare agents","Hyperspectral imaging (HSI) is a valuable tool for the detection and analysis of targets located within complex backgrounds. HSI can detect threat materials on environmental surfaces, where the concentration of the target of interest is often very low and is typically found within complex scenery. Unfortunately, current generation HSI systems have size, weight, and power limitations that prohibit their use for field-portable and/or real-time applications. Current generation systems commonly provide an inefficient area search rate, require close proximity to the target for screening, and/or are not capable of making real-time measurements. ChemImage Sensor Systems (CISS) is developing a variety of real-time, wide-field hyperspectral imaging systems that utilize shortwave infrared (SWIR) absorption and Raman spectroscopy. SWIR HSI sensors provide wide-area imagery with at or near real time detection speeds. Raman HSI sensors are being developed to overcome two obstacles present in standard Raman detection systems: slow area search rate (due to small laser spot sizes) and lack of eye-safety. SWIR HSI sensors have been integrated into mobile, robot based platforms and handheld variants for the detection of explosives and chemical warfare agents (CWAs). In addition, the fusion of these two technologies into a single system has shown the feasibility of using both techniques concurrently to provide higher probability of detection and lower false alarm rates. This paper will provide background on Raman and SWIR HSI, discuss the applications for these techniques, and provide an overview of novel CISS HSI sensors focusing on sensor design and detection results.",,,,,,,10.1117/12.2262716,commercial 
676,RealSense = real heart rate: Illumination invariant heart rate estimation from videos,"Recent studies validated the feasibility of estimating heart rate from human faces in RGB video. However, test subjects are often recorded under controlled conditions, as illumination variations significantly affect the RGB-based heart rate estimation accuracy. Intel newly-announced low-cost RealSense 3D (RGBD) camera is becoming ubiquitous in laptops and mobile devices starting this year, opening the door to new and more robust computer vision. RealSense cameras produce RGB images with extra depth information inferred from a latent near-infrared (NIR) channel. In this paper, we experimentally demonstrate, for the first time, that heart rate can be reliably estimated from RealSense near-infrared images. This enables illumination invariant heart rate estimation, extending the heart rate from video feasibility to low-light applications, such as night driving. With the (coming) ubiquitous presence of RealSense devices, the proposed method not only utilizes its near-infrared channel, designed originally to be hidden from consumers; but also exploits the associated depth information for improved robustness to head pose.",,,,,,,10.1109/IPTA.2016.7820970,USB dongle
683,Reduction of Variations Using Chemometric Model Transfer: A Case Study Using FT-NIR Miniaturized Sensors,"The aim of this paper is to study the unit-to-unit variations in miniaturized Fourier Transform Near-InfraRed (FT-NIR) spectral sensors and the effects of these variations on a classification model developed on a single reference calibration sensor. The paper introduces a simple technique to transfer a classification model from the reference calibration sensor to any other target sensor taking into account variations that might occur. The unit-to-unit variations of the sensors usually result from changes in the signal to noise ratio (SNR) of the sensor due to changes in the mode of operation, variations due to aging, variations due to production tolerances, or changes that occur due to the setup and usage scenario such as scanning through a different medium. To prove the effectiveness of the model transfer technique, we use a Gaussian process classification (GPC) model developed using spectral data from ultra-high temperature (UHT) pasteurized milk with different levels of fat content. The model aims to classify the milk samples based on their fat content. After the model is developed, three experiments are held to mimic each type of the variations and to test how far this will influence the GPC model accuracy after applying the transfer technique.",,,,,,,10.1007/978-3-030-14118-9_27,
685,Remote Sensing of 3-D Geometry and Surface Moisture of a Peat Production Area Using Hyperspectral Frame Cameras in Visible to Short-Wave Infrared Spectral Ranges Onboard a Small Unmanned Airborne Vehicle (UAV),"Miniaturized hyperspectral imaging sensors are becoming available to small unmanned airborne vehicle (UAV) platforms. Imaging concepts based on frame format offer an attractive alternative to conventional hyperspectral pushbroom scanners because they enable enhanced processing and interpretation potential by allowing for acquisition of the 3-D geometry of the object and multiple object views together with the hyperspectral reflectance signatures. The objective of this investigation was to study the performance of novel visible and near-infrared (VNIR) and short-wave infrared (SWIR) hyperspectral frame cameras based on a tunable Fabry-Pérot interferometer (FPI) in measuring a 3-D digital surface model and the surface moisture of a peat production area. UAV image blocks were captured with ground sample distances (GSDs) of 15, 9.5, and 2.5 cm with the SWIR, VNIR, and consumer RGB cameras, respectively. Georeferencing showed consistent behavior, with accuracy levels better than GSD for the FPI cameras. The best accuracy in moisture estimation was obtained when using the reflectance difference of the SWIR band at 1246 nm and of the VNIR band at 859 nm, which gave a root mean square error (rmse) of 5.21 pp (pp is the mass fraction in percentage points) and a normalized rmse of 7.61%. The results are encouraging, indicating that UAV-based remote sensing could significantly improve the efficiency and environmental safety aspects of peat production.",,,,,,,10.1109/TGRS.2016.2565471,"robot, UAV"
686,Research of Portable Tea Polyphenols Detector,"Tea polyphenols is the general name of polyphenols in tea. The content of tea polyphenols determines the quality and quality of tea. At present, the main detection methods of tea polyphenols are spectrophotometry, near infrared spectroscopy and electrochemical analysis. they are carried out in the laboratory. We need a portable testing instrument for rapid field selection of tea plants. It can quickly detect the content of tea polyphenols in fresh tea, help tea farmers quickly screen tea varieties, and realize rapid breeding of tea varieties. In this study, we designed a portable tea polyphenol detector by spectrophotometry. The instrument uses photoelectric sensors to convert light of different wavelengths passing through the sample reaction cell, then AD conversion gets the value of voltage, Finally, STM32 will process, convert voltage values and display content of tea polyphenols. The experimental results show that: There is a good linear relationship between the concentration of tea polyphenols and the absorbance by this system measure. The linear equation is y=0.00769x+0.05945, and the correlation coefficient is 0.99948, which is consistent with the spectrophotometric results of GB/T8313. It can prove that the system can be used to detect the concentration of tea polyphenols in tea.",,,,,,,10.1109/ICECTT.2019.00040,
692,Restoring the sense of bladder fullness for spinal cord injury patients,"Spinal cord injuries (SCI) have vast effects on day-to-day life, including the loss of sensation and control of the bladder. Since elevated bladder pressures from urine production and storage can be detrimental to renal functionality, urologists recommend performing clean-intermittent catheterization (CIC) every two to four hours throughout the day. However, limitations in mobility make the high frequency of these trips to the bathroom prohibitive. Sometimes a patient׳s bladder fills to capacity before performing CIC and eventually leaks urine, causing unnecessary embarrassment. As such, continence is the primary concern of most SCI patients. The issue in performing CIC is that it is a time-based approach, whereas urine production does not occur at a constant rate. A demand-based 'bladder almost-full' warning system would provide more useful notifications and help SCI patients plan their bathroom trips accordingly. In this work, we explore using near-infrared light to create a discrete, wearable, non-invasive bladder state estimation system using machine learning to determine urine volume in the bladder to provide continuous monitoring for a patient throughout the day. We do this through proof-of-concept evaluation studies using Monte Carlo simulations and describe our bladder state estimation system. We also highlight some preliminary results using the system and distinguish differences in light intensity between a full and empty bladder on a volunteer.",,,,,,,10.1016/j.smhl.2018.07.014,
693,Results from an integrated AOTF-LDTOF spectrometer suite for planetary surfaces,"On future landed missions to Mars and small solar system bodies, efficient sample prescreening will be necessary to select interesting targets for further analysis by analytical instruments with very limited time and power resources. Near infrared spectroscopy is well suited for rapid and non-invasive identification of mineral classes, and for determining the possible presence of organic molecules. Here we describe a miniature acousto-optic tunable filter (AOTF) point spectrometer that is tunable from ~1.6 - 3.6 μm. It identifies minerals associated with aqueous environments at sample scales of ~1 mm, as well as organic molecules and volatiles. The AOTF point spectrometer was integrated with a laser desorption time-of-flight (LDTOF) mass spectrometer developed at NASA's Goddard Space Flight Center, and can be used to prescreen samples for evidence of organics before the laser desorption step and subsequent mass spectrometer measurement. The LDTOF mass spectrometer provides pulsed-laser desorption and analysis of refractory organic compounds up to 150,000 Da on a spatial scale of 50-100 μm, determined by the laser spot size at the target. The recent integration of the two instruments allowed for coincident spectral measurements of geologic samples; follow-up measurements from the LDTOF were taken from an identical region on the samples of interest, allowing for a direct comparison between the two complementary data sets. We present measurements of a standard sample suite consisting of sulfates, carbonates, clay minerals, and iron oxides. We also compare AOTF and LDTOF spectra of calcite, as well as gypsum doped with phthalic acid and valine, and discuss the relationship between reflectance spectra acquired by the AOTF and the LDTOF mass spectra. Finally, we discuss measurements made of irradiated ices such as those found in areas of high astrobiological interest like Europa.",,,,,,,10.1109/AERO.2013.6497177,
702,"Scanning, standoff TDLAS leak imaging and quantification","This paper reports a novel quantitative gas plume imaging tool, based on active near-infrared Backscatter Tunable Diode Laser Absorption Spectroscopy (b-TDLAS) technology, designed for upstream natural gas leak applications. The new tool integrates low-cost laser sensors with video cameras to create a highly sensitive gas plume imager that also quantifies emission rate, all in a lightweight handheld ergonomic package. It is intended to serve as a lower-cost, higherperformance, enhanced functionality replacement for traditional passive non-quantitative mid-infrared Optical Gas Imagers (OGI) which are utilized by industry to comply with natural gas infrastructure Leak Detection and Repair (LDAR) requirements. It addresses the need for reliable, robust, low-cost sensors to detect and image methane leaks, and to quantify leak emission rates, focusing on inspections of upstream oil and gas operations, such as well pads, compressors, and gas plants. It provides: 1) Colorized quantified images of path-integrated methane concentration. The images depict methane plumes (otherwise invisible to the eye) actively interrogated by the laser beam overlaid on a visible camera image of the background. The detection sensitivity exceeds passive OGI, thus simplifying the manual task of leak detection and location; and 2) Data and algorithms for using the quantitative information gathered by the active detection technique to deduce plume flux (i.e. methane emission rate). This key capability will enable operators to prioritize leak repairs and thereby minimize the value of lost product, as well as to quantify and minimize greenhouse gas emissions, using a tool that meets EPA LDAR imaging equipment requirements.",,,,,,,10.1117/12.2264799,
704,Seasonal dynamic change in spectrum of two invasive plants in Taiwan: Mikania micrantha and Chromolaena odorata,"As an island country, Taiwan has unique ecosystem and abundant natural resources. However, invasive plants impact the forest ecosystem in Taiwan in both economy and biodiversity aspects. In order to assess the possibility of remote sensing monitoring for invasive herb species through utilising GER1500 ground handheld spectroradiometer, this research regularly measured the reflectance spectrum of Mikania micrantha and Chromolaena odorata. Seasonally dynamic variations of the reflectance spectrum were observed, and the plant phenological characteristics also were recorded. The observation period is 10 months, and the observation frequency is 2-3 weeks. Results indicated that the visible light reflectance rate of Mikania micrantha and Chromolaena odorata rises with fading; whereas the near-infrared light reflectance rate decreases with it. For Mikania micrantha, the lowest visible light reflectance rate happened in January, and the highest visible light reflectance rate was detected in February. The highest near-infrared light reflectance rate was detected in July. The reflection peak in green light is 553-554 nm. The absorption valley in red light is 670 nm. Red edge position (REP) was 718 nm regardless seasons, but would blue shift to 716 nm in February. As for Chromolaena odorata, February and March present the lowest visible and near-infrared light reflectance rate. December had the highest visible light reflectance rate. October had the highest near-infrared light reflectance rate. The reflection peak in green light is 551-553 nm. The absorption valley in red light is 667-674 nm. REP was 716-718 nm. However, it would blue shift to 700-701 nm from January to March, and would red shift to 718 nm in April. In this study, through intensive ground spectral observations, to establish detailed seasonal reflectance spectral characteristics, and it provides the reference for remote sensing mapping of invasive plants of Mikania micrantha and Chromolaena odorata.",,,,,,,,
705,Securitas: User identification through RGB-NIR camera pair on mobile devices,"Today mobile devices are equipped with numerous sensors and new ones are being added. In this paper, we propose a method to utilize a new sensor to provide a more secure identification system named Securitas for mobile device users. Securitas is a user identification system through the use of RGB-NIR camera pairs. The system extracts and analyzes geometrical features from a human hand to identify the user for unlocking devices and accessing personal data. Utilizing both RGB and the NIR cameras for real skin detection, it can effectively prevent an impostor from gaining access by using a fake hand photograph of a valid registered user without limitations of contrast, color, and background. Comparing to existing techniques, Securitas demonstrates that by leveraging the sensors on the mobile devices, a user can have a more secure identification mechanism by simply taking a photograph of his hand. Through proof of concept of implementation, our system demonstrates the ability to distinguish users with more than 94% accuracy. {\copyright} 2013 ACM.",,,,,,,10.1145/2516760.2516766,
706,SeeFruits: Design and evaluation of a cloud-based ultra-portable NIRS system for sweet cherry quality detection,"Recent researches have shown that spectroscopy is a valid non-destructive technique for fruit quality detection. Yet the high cost, large volume, and complicated operation of the traditional spectral system makes it hard to be adapted to real field applications. In this paper, a low-cost, cloud-based portable Near Infrared (NIR) system called 'seeFruits' was designed for fruit quality detection. The system was developed based on two integrated modules, DLP{\textregistered} NIRscan Nano EVM and ESP12-F. Main structures of hardware and software as well as the operation and workflow of the system were described in detail. A total of 240 sweet cherries were chosen as our fruit samples in order to evaluate the performance of 'seeFruits'. By targeting maturity level as a qualitative index and total soluble solids content as a quantitative index, we compared the results between 'seeFruits' and a benchtop NIR-hyperspectral imaging system. The 'seeFruits' system achieved F1-score of 0.89 on qualitative task and R2 of 0.83 on quantitative task. Overall, with the features of ultra-portability, cloud computing and Internet of things feasibility, 'seeFruits' can provide a fast, flexible and friendly application for sweet cherry quality detection to nonprofessionals with satisfactory accuracy.",,,,,,,10.1016/j.compag.2018.07.017,
